"day","sw_name","position"
2023-05-09 08:00:00,多元金融II,15
2023-05-09 08:00:00,专用设备II,16
2023-05-09 08:00:00,IT服务II,17
2023-05-09 08:00:00,影视院线II,18
2023-05-09 08:00:00,广告营销II,19
2023-05-09 08:00:00,电网设备II,20
2023-05-09 08:00:00,中药II,21
2023-05-09 08:00:00,医疗器械II,22
2023-05-09 08:00:00,工程咨询服务II,23
2023-05-09 08:00:00,计算机设备II,24
2023-05-09 08:00:00,煤炭开采II,25
2023-05-09 08:00:00,软件开发II,26
2023-05-09 08:00:00,专业工程II,27
2023-05-09 08:00:00,医药商业II,28
2023-05-09 08:00:00,化学制品II,29
2023-05-09 08:00:00,农商行II,30
2023-05-09 08:00:00,饮料乳品II,31
2023-05-09 08:00:00,普钢II,32
2023-05-09 08:00:00,运输设备II,33
2023-05-09 08:00:00,电视广播II,34
2023-05-09 08:00:00,船舶制造II,35
2023-05-09 08:00:00,通信设备II,36
2023-05-09 08:00:00,教育II,37
2023-05-09 08:00:00,股份制银行II,38
2023-05-09 08:00:00,国有大型银行II,39
2023-05-09 08:00:00,物流II,40
2023-05-09 08:00:00,数字媒体II,41
2023-05-09 08:00:00,保险II,42
2023-05-09 08:00:00,其他建材II,43
2023-05-09 08:00:00,家用轻工II,44
2023-05-09 08:00:00,汽车零部件II,45
2023-05-09 08:00:00,医疗服务II,46
2023-05-09 08:00:00,贸易II,47
2023-05-09 08:00:00,电源设备II,48
2023-05-09 08:00:00,纺织制造II,49
2023-05-09 08:00:00,饰品II,50
2023-05-09 08:00:00,农化制品II,51
2023-05-09 08:00:00,装修装饰II,52
2023-05-09 08:00:00,燃气II,53
2023-05-09 08:00:00,农产品加工II,54
2023-05-09 08:00:00,互联网电商II,55
2023-05-09 08:00:00,包装印刷II,56
2023-05-09 08:00:00,房屋建设II,57
2023-05-09 08:00:00,水泥制造II,58
2023-05-09 08:00:00,化妆品II,59
2023-05-09 08:00:00,油服工程II,60
2023-05-09 08:00:00,特钢II,61
2023-05-09 08:00:00,专业服务II,62
2023-05-09 08:00:00,汽车服务II,63
2023-05-09 08:00:00,军工电子II,64
2023-05-09 08:00:00,自动化设备II,65
2023-05-09 08:00:00,通信运营II,66
2023-05-09 08:00:00,体育II,67
2023-05-09 08:00:00,商用车II,68
2023-05-09 08:00:00,电子制造II,69
2023-05-09 08:00:00,白色家电II,70
2023-05-09 08:00:00,炼化及贸易II,71
2023-05-09 08:00:00,造纸II,72
2023-05-09 08:00:00,光学光电子II,73
2023-05-09 08:00:00,生物制品II,74
2023-05-09 08:00:00,照明设备II,75
2023-05-09 08:00:00,地面兵装II,76
2023-05-09 08:00:00,航空装备II,77
2023-05-09 08:00:00,文娱用品II,78
2023-05-09 08:00:00,综合II,79
2023-05-09 08:00:00,休闲食品II,80
2023-05-09 08:00:00,工业金属II,81
2023-05-09 08:00:00,油气开采II,82
2023-05-09 08:00:00,调味发酵品II,83
2023-05-09 08:00:00,渔业II,84
2023-05-09 08:00:00,光伏设备II,85
2023-05-09 08:00:00,金属非金属新材料II,86
2023-05-09 08:00:00,航天装备II,87
2023-05-09 08:00:00,其他电子II,88
2023-05-09 08:00:00,电子化学品II,89
2023-05-09 08:00:00,Nan,90
2023-05-09 08:00:00,塑料II,91
2023-05-09 08:00:00,工程机械II,92
2023-05-09 08:00:00,农业综合II,93
2023-05-09 08:00:00,半导体II,94
2023-05-09 08:00:00,航空机场II,95
2023-05-09 08:00:00,专业零售II,96
2023-05-09 08:00:00,冶钢原料II,97
2023-05-09 08:00:00,旅游及景区II,98
2023-05-09 08:00:00,化学纤维II,99
2023-05-09 08:00:00,橡胶II,100
2023-05-09 08:00:00,稀有金属II,101
2023-05-09 08:00:00,风电设备II,102
2023-05-09 08:00:00,白酒II,103
2023-05-09 08:00:00,食品加工II,104
2023-05-09 08:00:00,房地产服务II,105
2023-05-09 08:00:00,化学原料II,106
2023-05-09 08:00:00,电池II,107
2023-05-08 08:00:00,电力II,1
2023-05-08 08:00:00,出版II,2
2023-05-08 08:00:00,通用机械II,3
2023-05-08 08:00:00,化学制药II,4
2023-05-08 08:00:00,服装家纺II,5
2023-05-08 08:00:00,中药II,6
2023-05-08 08:00:00,铁路公路II,7
2023-05-08 08:00:00,电网设备II,8
2023-05-08 08:00:00,基础建设II,9
2023-05-08 08:00:00,游戏II,10
2023-05-08 08:00:00,房地产开发II,11
2023-05-08 08:00:00,医疗器械II,12
2023-05-08 08:00:00,专用设备II,13
2023-05-08 08:00:00,环境治理II,14
2023-05-08 08:00:00,IT服务II,15
2023-05-08 08:00:00,一般零售II,16
2023-05-08 08:00:00,证券II,17
2023-05-08 08:00:00,城商行II,18
2023-05-08 08:00:00,影视院线II,19
2023-05-08 08:00:00,航运港口II,20
2023-05-08 08:00:00,化学制品II,21
2023-05-08 08:00:00,工程咨询服务II,22
2023-05-08 08:00:00,软件开发II,23
2023-05-08 08:00:00,广告营销II,24
2023-05-08 08:00:00,通信设备II,25
2023-05-08 08:00:00,运输设备II,26
2023-05-08 08:00:00,专业工程II,27
2023-05-08 08:00:00,计算机设备II,28
2023-05-08 08:00:00,船舶制造II,29
2023-05-08 08:00:00,多元金融II,30
2023-05-08 08:00:00,汽车零部件II,31
2023-05-08 08:00:00,医药商业II,32
2023-05-08 08:00:00,饮料乳品II,33
2023-05-08 08:00:00,物流II,34
2023-05-08 08:00:00,农商行II,35
2023-05-08 08:00:00,煤炭开采II,36
2023-05-08 08:00:00,教育II,37
2023-05-08 08:00:00,股份制银行II,38
2023-05-08 08:00:00,国有大型银行II,39
2023-05-08 08:00:00,生物制品II,40
2023-05-08 08:00:00,保险II,41
2023-05-08 08:00:00,其他建材II,42
2023-05-08 08:00:00,普钢II,43
2023-05-08 08:00:00,家用轻工II,44
2023-05-08 08:00:00,电源设备II,45
2023-05-08 08:00:00,医疗服务II,46
2023-05-08 08:00:00,数字媒体II,47
2023-05-08 08:00:00,电子制造II,48
2023-05-08 08:00:00,光学光电子II,49
2023-05-08 08:00:00,饰品II,50
2023-05-08 08:00:00,化妆品II,51
2023-05-08 08:00:00,军工电子II,52
2023-05-08 08:00:00,农产品加工II,53
2023-05-08 08:00:00,自动化设备II,54
2023-05-08 08:00:00,电视广播II,55
2023-05-08 08:00:00,工业金属II,56
2023-05-08 08:00:00,纺织制造II,57
2023-05-08 08:00:00,专业服务II,58
2023-05-08 08:00:00,燃气II,59
2023-05-08 08:00:00,通信运营II,60
2023-05-08 08:00:00,房屋建设II,61
2023-05-08 08:00:00,Nan,62
2023-05-08 08:00:00,包装印刷II,63
2023-05-08 08:00:00,炼化及贸易II,64
2023-05-08 08:00:00,白色家电II,65
2023-05-08 08:00:00,商用车II,66
2023-05-08 08:00:00,水泥制造II,67
2023-05-08 08:00:00,特钢II,68
2023-05-08 08:00:00,电子化学品II,69
2023-05-08 08:00:00,农化制品II,70
2023-05-08 08:00:00,航空装备II,71
2023-05-08 08:00:00,地面兵装II,72
2023-05-08 08:00:00,休闲食品II,73
2023-05-08 08:00:00,装修装饰II,74
2023-05-08 08:00:00,半导体II,75
2023-05-08 08:00:00,造纸II,76
2023-05-08 08:00:00,汽车服务II,77
2023-05-08 08:00:00,综合II,78
2023-05-08 08:00:00,文娱用品II,79
2023-05-08 08:00:00,黄金II,80
2023-05-08 08:00:00,工程机械II,81
2023-05-08 08:00:00,贸易II,82
2023-05-08 08:00:00,金属非金属新材料II,83
2023-05-08 08:00:00,油气开采II,84
2023-05-08 08:00:00,化学原料II,85
2023-05-08 08:00:00,家电零部件II,86
2023-05-08 08:00:00,渔业II,87
2023-05-08 08:00:00,互联网电商II,88
2023-05-08 08:00:00,体育II,89
2023-05-08 08:00:00,航天装备II,90
2023-05-08 08:00:00,其他电子II,91
2023-05-08 08:00:00,油服工程II,92
2023-05-08 08:00:00,视听器材II,93
2023-05-08 08:00:00,塑料II,94
2023-05-08 08:00:00,光伏设备II,95
2023-05-08 08:00:00,电机II,96
2023-05-08 08:00:00,风电设备II,97
2023-05-08 08:00:00,照明设备II,98
2023-05-08 08:00:00,旅游及景区II,99
2023-05-08 08:00:00,农业综合II,100
2023-05-08 08:00:00,电池II,101
2023-05-08 08:00:00,冶钢原料II,102
2023-05-08 08:00:00,专业零售II,103
2023-05-08 08:00:00,航空机场II,104
2023-05-08 08:00:00,食品加工II,105
2023-05-08 08:00:00,化学纤维II,106
2023-05-08 08:00:00,小家电II,107
2023-05-05 08:00:00,电力II,1
2023-05-05 08:00:00,出版II,2
2023-05-05 08:00:00,中药II,3
2023-05-05 08:00:00,服装家纺II,4
2023-05-05 08:00:00,化学制药II,5
2023-05-05 08:00:00,环境治理II,6
2023-05-05 08:00:00,铁路公路II,7
2023-05-05 08:00:00,游戏II,8
2023-05-05 08:00:00,专用设备II,9
2023-05-05 08:00:00,医疗器械II,10
2023-05-05 08:00:00,基础建设II,11
2023-05-05 08:00:00,通用机械II,12
2023-05-05 08:00:00,房地产开发II,13
2023-05-05 08:00:00,影视院线II,14
2023-05-05 08:00:00,IT服务II,15
2023-05-05 08:00:00,一般零售II,16
2023-05-05 08:00:00,航运港口II,17
2023-05-05 08:00:00,电网设备II,18
2023-05-05 08:00:00,工程咨询服务II,19
2023-05-05 08:00:00,城商行II,20
2023-05-05 08:00:00,运输设备II,21
2023-05-05 08:00:00,计算机设备II,22
2023-05-05 08:00:00,软件开发II,23
2023-05-05 08:00:00,通信设备II,24
2023-05-05 08:00:00,化学制品II,25
2023-05-05 08:00:00,广告营销II,26
2023-05-05 08:00:00,医药商业II,27
2023-05-05 08:00:00,证券II,28
2023-05-05 08:00:00,饮料乳品II,29
2023-05-05 08:00:00,船舶制造II,30
2023-05-05 08:00:00,专业工程II,31
2023-05-05 08:00:00,多元金融II,32
2023-05-05 08:00:00,物流II,33
2023-05-05 08:00:00,煤炭开采II,34
2023-05-05 08:00:00,教育II,35
2023-05-05 08:00:00,医疗服务II,36
2023-05-05 08:00:00,股份制银行II,37
2023-05-05 08:00:00,国有大型银行II,38
2023-05-05 08:00:00,普钢II,39
2023-05-05 08:00:00,家用轻工II,40
2023-05-05 08:00:00,汽车零部件II,41
2023-05-05 08:00:00,半导体II,42
2023-05-05 08:00:00,保险II,43
2023-05-05 08:00:00,电子化学品II,44
2023-05-05 08:00:00,农商行II,45
2023-05-05 08:00:00,专业服务II,46
2023-05-05 08:00:00,燃气II,47
2023-05-05 08:00:00,房屋建设II,48
2023-05-05 08:00:00,其他建材II,49
2023-05-05 08:00:00,电子制造II,50
2023-05-05 08:00:00,光学光电子II,51
2023-05-05 08:00:00,生物制品II,52
2023-05-05 08:00:00,水泥制造II,53
2023-05-05 08:00:00,饰品II,54
2023-05-05 08:00:00,电源设备II,55
2023-05-05 08:00:00,种植业II,56
2023-05-05 08:00:00,自动化设备II,57
2023-05-05 08:00:00,电视广播II,58
2023-05-05 08:00:00,Nan,59
2023-05-05 08:00:00,数字媒体II,60
2023-05-05 08:00:00,包装印刷II,61
2023-05-05 08:00:00,白色家电II,62
2023-05-05 08:00:00,小家电II,63
2023-05-05 08:00:00,特钢II,64
2023-05-05 08:00:00,军工电子II,65
2023-05-05 08:00:00,纺织制造II,66
2023-05-05 08:00:00,休闲食品II,67
2023-05-05 08:00:00,航空装备II,68
2023-05-05 08:00:00,农化制品II,69
2023-05-05 08:00:00,农产品加工II,70
2023-05-05 08:00:00,调味发酵品II,71
2023-05-05 08:00:00,家电零部件II,72
2023-05-05 08:00:00,装修装饰II,73
2023-05-05 08:00:00,通信运营II,74
2023-05-05 08:00:00,互联网电商II,75
2023-05-05 08:00:00,光伏设备II,76
2023-05-05 08:00:00,炼化及贸易II,77
2023-05-05 08:00:00,其他电子II,78
2023-05-05 08:00:00,化妆品II,79
2023-05-05 08:00:00,视听器材II,80
2023-05-05 08:00:00,汽车服务II,81
2023-05-05 08:00:00,造纸II,82
2023-05-05 08:00:00,综合II,83
2023-05-05 08:00:00,文娱用品II,84
2023-05-05 08:00:00,商用车II,85
2023-05-05 08:00:00,金属非金属新材料II,86
2023-05-05 08:00:00,工程机械II,87
2023-05-05 08:00:00,工业金属II,88
2023-05-05 08:00:00,化学原料II,89
2023-05-05 08:00:00,贸易II,90
2023-05-05 08:00:00,渔业II,91
2023-05-05 08:00:00,旅游及景区II,92
2023-05-05 08:00:00,非白酒II,93
2023-05-05 08:00:00,航天装备II,94
2023-05-05 08:00:00,油服工程II,95
2023-05-05 08:00:00,体育II,96
2023-05-05 08:00:00,黄金II,97
2023-05-05 08:00:00,塑料II,98
2023-05-05 08:00:00,个护用品II,99
2023-05-05 08:00:00,元件II,100
2023-05-05 08:00:00,食品加工II,101
2023-05-05 08:00:00,化学纤维II,102
2023-05-05 08:00:00,冶钢原料II,103
2023-05-05 08:00:00,照明设备II,104
2023-05-05 08:00:00,航空机场II,105
2023-05-05 08:00:00,农业综合II,106
2023-05-05 08:00:00,专业零售II,107
2023-05-05 08:00:00,白酒II,108
2023-05-05 08:00:00,油气开采II,109
2023-05-05 08:00:00,电池II,110
2023-05-04 08:00:00,化学制药II,1
2023-05-04 08:00:00,中药II,2
2023-05-04 08:00:00,出版II,3
2023-05-04 08:00:00,游戏II,4
2023-05-04 08:00:00,电力II,5
2023-05-04 08:00:00,医疗器械II,6
2023-05-04 08:00:00,铁路公路II,7
2023-05-04 08:00:00,通用机械II,8
2023-05-04 08:00:00,专用设备II,9
2023-05-04 08:00:00,服装家纺II,10
2023-05-04 08:00:00,影视院线II,11
2023-05-04 08:00:00,基础建设II,12
2023-05-04 08:00:00,电网设备II,13
2023-05-04 08:00:00,环境治理II,14
2023-05-04 08:00:00,软件开发II,15
2023-05-04 08:00:00,通信设备II,16
2023-05-04 08:00:00,一般零售II,17
2023-05-04 08:00:00,生物制品II,18
2023-05-04 08:00:00,房地产开发II,19
2023-05-04 08:00:00,航运港口II,20
2023-05-04 08:00:00,运输设备II,21
2023-05-04 08:00:00,专业工程II,22
2023-05-04 08:00:00,自动化设备II,23
2023-05-04 08:00:00,证券II,24
2023-05-04 08:00:00,IT服务II,25
2023-05-04 08:00:00,广告营销II,26
2023-05-04 08:00:00,医疗服务II,27
2023-05-04 08:00:00,医药商业II,28
2023-05-04 08:00:00,计算机设备II,29
2023-05-04 08:00:00,多元金融II,30
2023-05-04 08:00:00,城商行II,31
2023-05-04 08:00:00,汽车零部件II,32
2023-05-04 08:00:00,电子制造II,33
2023-05-04 08:00:00,保险II,34
2023-05-04 08:00:00,电源设备II,35
2023-05-04 08:00:00,股份制银行II,36
2023-05-04 08:00:00,国有大型银行II,37
2023-05-04 08:00:00,煤炭开采II,38
2023-05-04 08:00:00,半导体II,39
2023-05-04 08:00:00,通信运营II,40
2023-05-04 08:00:00,船舶制造II,41
2023-05-04 08:00:00,数字媒体II,42
2023-05-04 08:00:00,专业服务II,43
2023-05-04 08:00:00,化学制品II,44
2023-05-04 08:00:00,物流II,45
2023-05-04 08:00:00,工程咨询服务II,46
2023-05-04 08:00:00,教育II,47
2023-05-04 08:00:00,光学光电子II,48
2023-05-04 08:00:00,电子化学品II,49
2023-05-04 08:00:00,白色家电II,50
2023-05-04 08:00:00,饰品II,51
2023-05-04 08:00:00,种植业II,52
2023-05-04 08:00:00,饮料乳品II,53
2023-05-04 08:00:00,电视广播II,54
2023-05-04 08:00:00,Nan,55
2023-05-04 08:00:00,水泥制造II,56
2023-05-04 08:00:00,包装印刷II,57
2023-05-04 08:00:00,农产品加工II,58
2023-05-04 08:00:00,小家电II,59
2023-05-04 08:00:00,特钢II,60
2023-05-04 08:00:00,普钢II,61
2023-05-04 08:00:00,纺织制造II,62
2023-05-04 08:00:00,休闲食品II,63
2023-05-04 08:00:00,金属非金属新材料II,64
2023-05-04 08:00:00,家用轻工II,65
2023-05-04 08:00:00,航空装备II,66
2023-05-04 08:00:00,调味发酵品II,67
2023-05-04 08:00:00,家电零部件II,68
2023-05-04 08:00:00,农商行II,69
2023-05-04 08:00:00,互联网电商II,70
2023-05-04 08:00:00,房屋建设II,71
2023-05-04 08:00:00,炼化及贸易II,72
2023-05-04 08:00:00,光伏设备II,73
2023-05-04 08:00:00,商用车II,74
2023-05-04 08:00:00,化妆品II,75
2023-05-04 08:00:00,其他电子II,76
2023-05-04 08:00:00,黄金II,77
2023-05-04 08:00:00,军工电子II,78
2023-05-04 08:00:00,文娱用品II,79
2023-05-04 08:00:00,综合II,80
2023-05-04 08:00:00,工程机械II,81
2023-05-04 08:00:00,农化制品II,82
2023-05-04 08:00:00,贸易II,83
2023-05-04 08:00:00,其他建材II,84
2023-05-04 08:00:00,装修装饰II,85
2023-05-04 08:00:00,航天装备II,86
2023-05-04 08:00:00,油服工程II,87
2023-05-04 08:00:00,体育II,88
2023-05-04 08:00:00,造纸II,89
2023-05-04 08:00:00,个护用品II,90
2023-05-04 08:00:00,元件II,91
2023-05-04 08:00:00,视听器材II,92
2023-05-04 08:00:00,塑料II,93
2023-05-04 08:00:00,专业零售II,94
2023-05-04 08:00:00,电机II,95
2023-05-04 08:00:00,航空机场II,96
2023-05-04 08:00:00,食品加工II,97
2023-05-04 08:00:00,化学纤维II,98
2023-05-04 08:00:00,渔业II,99
2023-05-04 08:00:00,冶钢原料II,100
2023-05-04 08:00:00,电池II,101
2023-05-04 08:00:00,工业金属II,102
2023-05-04 08:00:00,照明设备II,103
2023-05-04 08:00:00,农业综合II,104
2023-05-04 08:00:00,环保设备II,105
2023-05-04 08:00:00,旅游及景区II,106
2023-05-04 08:00:00,化学原料II,107
2023-05-04 08:00:00,燃气II,108

